Area Type,Area,Year,Quarter,Ownership,NAICS,NAICS Title,Establishments,Month 1 Employment,Month 2 Employment,Month 3 Employment,Total Wage                                                                                                                       
County,Oneida County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,596,23407,23529,23414,226315140
County,Orleans County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,82,1449,1450,1452,10313408
County,Otsego County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,166,4950,4837,4888,57961324
County,Putnam County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,257,4536,4552,4442,56405060
County,Saratoga County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,462,7805,7826,7772,70748137
County,Schoharie County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,64,1168,1177,1208,7703674
County,Warren County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,259,6251,6226,6281,64848927
County,Washington County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,93,1323,1289,1396,9796198
County,Yates County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,60,1107,1103,1118,8402717
County,Chautauqua County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,311,7619,7576,7617,64613758
County,Cortland County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,109,2784,2788,2796,25219716
County,Essex County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,98,1932,1936,1934,19682698
County,Greene County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,87,1257,1271,1282,10959206
County,Madison County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,2872,2887,2875,28442987
County,Montgomery County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,145,4248,4276,4271,40703707
County,Orleans County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,81,1467,1475,1479,11461046
County,Otsego County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,166,4940,4952,5001,66473955
County,Putnam County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,257,4436,4431,4470,62704355
County,Saratoga County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,454,7842,7854,7914,79312595
County,Schoharie County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,64,1207,1218,1211,8524883
County,Warren County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,276,6331,6300,6357,68043585
County,Washington County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1418,1406,1411,11186543
County,Yates County,2009,4,"Total, All Ownerships",62,Health Care and Social Assistance,62,1123,1130,1122,8197908
County,Chautauqua County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,318,7558,7497,7533,54584779
County,Cortland County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,109,2693,2673,2647,21777199
County,Essex County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,97,1809,1814,1845,14210469
County,Greene County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,86,1208,1233,1235,9204885
County,Madison County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,147,2857,2805,2820,23560374
County,Montgomery County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,147,4145,4115,4118,34143394
County,Orleans County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,81,1456,1459,1467,10303492
County,Otsego County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,172,4742,4732,4720,53314327
County,Saratoga County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,461,7608,7646,7631,62766922
County,Schoharie County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,61,1115,1120,1098,7046646
County,Warren County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,252,6301,6308,6316,60094562
County,Washington County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,91,1317,1310,1310,9198218
County,Yates County,2008,1,"Total, All Ownerships",62,Health Care and Social Assistance,60,1102,1106,1100,7519482
County,Chautauqua County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,318,7529,7540,7576,56397086
County,Cortland County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,108,2661,2661,2672,20741146
County,Essex County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,100,1825,1841,1859,15154390
County,Greene County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,88,1261,1253,1257,9630613
County,Madison County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,148,2823,2850,2866,22176810
County,Montgomery County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,147,4120,4123,4191,34818946
County,Oneida County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,591,22680,22663,22761,202728492
County,Orleans County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,82,1467,1457,1455,10706961
County,Otsego County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,171,4718,4713,4821,58838330
County,Putnam County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,256,4182,4235,4342,44735509
County,Saratoga County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,459,7674,7761,7787,69278386
County,Schoharie County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,62,1114,1133,1108,7375738
County,Schuyler County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,40,792,792,804,6448655
County,Warren County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,255,6313,6338,6328,60088573
County,Washington County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,92,1321,1325,1325,9437183
County,Yates County,2008,2,"Total, All Ownerships",62,Health Care and Social Assistance,60,1092,1105,1110,6711776
County,Chautauqua County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,318,7647,7585,7525,56772776
County,Cortland County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,110,2694,2660,2669,22774345
County,Essex County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,100,1922,1903,1896,16015098
County,Greene County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,89,1184,1207,1239,9657093
County,Madison County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,149,2932,2903,2835,24841149
County,Montgomery County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,146,4355,4322,4294,35963885
County,Oneida County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,589,22679,22676,22738,216170762
County,Orleans County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,83,1442,1445,1441,10142702
County,Otsego County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,171,4739,4730,4748,53825014
County,Putnam County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,266,4296,4297,4239,49853227
County,Saratoga County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,462,7658,7697,7724,65845901
County,Schoharie County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,62,1099,1104,1131,7281358
County,Schuyler County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,40,786,765,787,5801048
County,Warren County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,260,6274,6293,6273,61193495
County,Yates County,2008,3,"Total, All Ownerships",62,Health Care and Social Assistance,59,1110,1099,1102,7608536
County,Chautauqua County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,313,7549,7565,7620,64574748
County,Cortland County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,108,2699,2679,2687,22783797
County,Essex County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,100,1893,1900,1912,18449532
County,Greene County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,90,1242,1239,1236,10464511
County,Madison County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,148,2826,2812,2820,28089463
County,Montgomery County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,148,4366,4443,4463,36637845
County,Oneida County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,591,22946,23049,23124,225416784
County,Orleans County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,82,1455,1451,1431,11034457
County,Otsego County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,170,4776,4783,4828,63523180
County,Saratoga County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,460,7891,7945,7968,75420324
County,Schoharie County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,64,1140,1121,1133,7875722
County,Schuyler County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,38,782,780,770,6820946
County,Warren County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,258,6350,6322,6315,62552690
County,Yates County,2008,4,"Total, All Ownerships",62,Health Care and Social Assistance,60,1121,1128,1131,7143832
County,Chautauqua County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,310,7363,7353,7418,50950569
County,Cortland County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,110,2633,2596,2619,21045947
County,Essex County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,92,1737,1735,1739,13800101
County,Greene County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,83,1201,1192,1189,8614166
County,Madison County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,149,2906,2892,2910,23006283
County,Montgomery County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,148,4044,3993,4014,32265848
County,Oneida County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,598,22009,21950,22119,190067522
County,Orleans County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,85,1414,1429,1449,9965562
County,Otsego County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,166,4756,4722,4723,50289874
County,Putnam County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,236,4184,4142,4183,44191030
County,Saratoga County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,452,7278,7295,7394,57438435
County,Schoharie County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,57,1249,1233,1238,7620916
County,Schuyler County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,34,749,749,755,5116001
County,Warren County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,243,6216,6198,6249,56796177
County,Yates County,2007,1,"Total, All Ownerships",62,Health Care and Social Assistance,56,1066,1071,1078,7039486
County,Chautauqua County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,316,7410,7465,7529,51855843
County,Cortland County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,110,2573,2644,2633,20015038
County,Essex County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,96,1733,1741,1788,14305573
County,Greene County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,85,1197,1210,1209,8902660
County,Jefferson County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,277,6115,6111,6168,54130311
County,Madison County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,149,2888,2911,2943,23098966
County,Montgomery County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,149,4059,4092,4163,32509180
County,Orleans County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,85,1432,1430,1422,10147783
County,Otsego County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,166,4719,4740,4803,56359146
County,Saratoga County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,452,7394,7471,7517,63229206
County,Schoharie County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,58,1237,1225,1192,7911810
County,Warren County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,244,6175,6224,6264,58496083
County,Yates County,2007,2,"Total, All Ownerships",62,Health Care and Social Assistance,56,1089,1083,1091,6254031
County,Chautauqua County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,315,7549,7496,7417,51186825
County,Cortland County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,111,2604,2604,2625,21597491
County,Essex County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,95,1827,1849,1774,14127853
County,Greene County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,86,1160,1170,1212,8745242
County,Jefferson County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,282,6160,6162,6208,58606784
County,Madison County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,148,2965,2951,2934,24719682
County,Montgomery County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,148,4327,4305,4288,34697781
County,Orleans County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,86,1455,1454,1469,9840349
County,Otsego County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,171,4762,4752,4734,51329677
County,Saratoga County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,458,7349,7361,7400,59606581
County,Schoharie County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,62,1179,1138,1142,7095705
County,Warren County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,244,6235,6175,6235,59798705
County,Yates County,2007,3,"Total, All Ownerships",62,Health Care and Social Assistance,57,1074,1076,1094,7221127
County,Chautauqua County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,311,7489,7479,7483,56932639
County,Cortland County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,109,2624,2640,2640,22028357
County,Essex County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,95,1785,1792,1787,14970050
County,Greene County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,86,1238,1229,1226,10070311
County,Madison County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,153,2873,2890,2899,25067328
County,Montgomery County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,4261,4273,4317,35221233
County,Oneida County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,590,22374,22390,22379,203215901
County,Orleans County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,86,1458,1465,1433,10627223
County,Otsego County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,172,4767,4790,4820,58948555
County,Putnam County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,253,4401,4409,4379,51624038
County,Saratoga County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,458,7526,7588,7631,68079828
County,Schoharie County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,62,1134,1131,1121,7427760
County,Warren County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,244,6291,6325,6327,60666438
County,Yates County,2007,4,"Total, All Ownerships",62,Health Care and Social Assistance,58,1099,1094,1106,6638772
County,Chautauqua County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,309,7352,7316,7477,51952846
County,Cortland County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,109,2582,2586,2593,19366217
County,Essex County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,1747,1728,1733,12273595
County,Greene County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,84,1100,1114,1087,7754435
County,Madison County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,149,2836,2800,2829,21156053
County,Montgomery County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,143,3875,3821,3809,29924423
County,Orleans County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,82,1465,1434,1446,9311196
County,Otsego County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,159,5164,5166,5190,52238950
County,Putnam County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,229,4168,4143,4197,41764407
County,Saratoga County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,434,7195,7155,7243,53979215
County,Schoharie County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,54,1123,1114,1118,6562044
County,Warren County,2006,1,"Total, All Ownerships",62,Health Care and Social Assistance,239,6088,6059,6083,55819376
County,Chautauqua County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,312,7410,7428,7478,51762673
County,Cortland County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,110,2545,2595,2572,18887042
County,Essex County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,1762,1748,1796,13599541
County,Greene County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,86,1129,1130,1145,7940662
County,Madison County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,149,2863,2888,2939,22037361
County,Montgomery County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,145,3824,3857,3942,31647496
County,Orleans County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,84,1435,1445,1440,9398497
County,Otsego County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,161,5162,5152,5204,58275132
County,Putnam County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,232,4137,4179,4280,44847929
County,Saratoga County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,432,7073,7108,7168,59440645
County,Schoharie County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,55,1139,1152,1125,7032672
County,Schuyler County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,34,749,752,750,5548178
County,Warren County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,241,6061,6102,6144,57891627
County,Washington County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,94,1325,1327,1316,8836859
County,Yates County,2006,2,"Total, All Ownerships",62,Health Care and Social Assistance,57,1061,1056,1056,5325824
County,Chautauqua County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,312,7557,7487,7510,51739207
County,Cortland County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,110,2560,2552,2582,20835238
County,Essex County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,93,1788,1815,1769,13531425
County,Greene County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,85,1082,1080,1155,7895680
County,Madison County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,149,2916,2888,2875,21443423
County,Montgomery County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,146,4028,4035,4008,31331061
County,Orleans County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,85,1426,1431,1428,9250509
County,Otsego County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,161,5112,5122,5141,54113382
County,Saratoga County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,437,7086,7125,7091,56130766
County,Schoharie County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,55,1091,1072,1119,6691624
County,Schuyler County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,34,719,733,752,4871595
County,Warren County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,242,6089,6107,6174,57658022
County,Yates County,2006,3,"Total, All Ownerships",62,Health Care and Social Assistance,57,1059,1055,1060,7053413
County,Chautauqua County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,309,7549,7568,7509,57292976
County,Cortland County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,108,2579,2632,2662,22099009
County,Essex County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1759,1772,1763,14581389
County,Greene County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,85,1196,1203,1205,9169040
County,Madison County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,2839,2860,2842,23996741
County,Montgomery County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,146,4107,4061,4058,32475033
County,Oneida County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,576,22083,22176,22263,196439915
County,Orleans County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,84,1415,1467,1416,10073291
County,Otsego County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,160,5172,5170,5193,60874598
County,Saratoga County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,439,7165,7263,7286,62709750
County,Schoharie County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,55,1131,1133,1129,7429629
County,Schuyler County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,34,750,746,751,5744097
County,Warren County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,246,6210,6240,6278,60603224
County,Yates County,2006,4,"Total, All Ownerships",62,Health Care and Social Assistance,57,1067,1072,1082,6287687
County,Chautauqua County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,309,7686,7683,7718,50768783
County,Cortland County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,109,2468,2475,2475,16476005
County,Essex County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,97,1798,1785,1791,10911292
County,Greene County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,81,1052,1057,1049,7091660
County,Madison County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,146,2816,2743,2735,19957520
County,Montgomery County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,144,3809,3790,3817,27016968
County,Oneida County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,571,20136,20179,20243,148395870
County,Orleans County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,79,1463,1424,1449,6803902
County,Otsego County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,163,4982,5048,5014,42391006
County,Schoharie County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,54,1116,1114,1105,6137278
County,Tioga County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,84,965,967,978,5351646
County,Warren County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,233,5882,5896,5908,48395958
County,Wayne County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,155,2593,2605,2621,13825096
County,Yates County,2005,1,"Total, All Ownerships",62,Health Care and Social Assistance,54,1040,1033,1030,5653671
County,Chautauqua County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,314,7783,7764,7700,52012367
County,Cortland County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,108,2485,2491,2524,18252805
County,Essex County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,96,1788,1802,1813,11512537
County,Greene County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,82,1082,1063,1071,7152757
County,Madison County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,145,2746,2757,2770,19443501
County,Montgomery County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,143,3802,3772,3824,30372304
County,Oneida County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,573,20199,20277,20458,155228670
County,Orleans County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,80,1438,1449,1479,7899674
County,Otsego County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,161,5038,5006,5113,44513148
County,Schoharie County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,54,1121,1123,1112,6546566
County,Tioga County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,86,963,965,964,5631450
County,Warren County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,237,5897,5894,5938,54250812
County,Wayne County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,155,2706,2717,2721,15195897
County,Yates County,2005,2,"Total, All Ownerships",62,Health Care and Social Assistance,54,1004,1010,1018,6539024
County,Chautauqua County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,317,7683,7656,7652,54484564
County,Cortland County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,112,2485,2501,2529,19149917
County,Essex County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,94,1795,1826,1765,12281263
County,Greene County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,81,1038,1027,1060,7295800
County,Madison County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,147,2844,2814,2816,21686004
County,Montgomery County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,145,3984,3980,3881,31481496
County,Oneida County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,576,20657,20753,20651,161951499
County,Orleans County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,80,1455,1443,1459,7472185
County,Otsego County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,159,5051,5077,5070,48557598
County,Schoharie County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,54,1097,1096,1146,6675135
County,Warren County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,237,5938,5929,5948,53303999
County,Wayne County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,155,2668,2609,2585,15336362
County,Yates County,2005,3,"Total, All Ownerships",62,Health Care and Social Assistance,54,985,997,1007,6579278
County,Chautauqua County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,314,7644,7718,7645,55985195
County,Cortland County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,111,2563,2605,2609,20574935
County,Essex County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1777,1765,1785,12863132
County,Greene County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,80,1100,1088,1069,8534243
County,Madison County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,2804,2825,2834,22526191
County,Montgomery County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,146,3930,3946,3952,30907342
County,Orleans County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,82,1455,1487,1453,8143412
County,Otsego County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,159,5091,5137,5173,46418523
County,Putnam County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,228,4115,4154,4225,46575996
County,Schoharie County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,54,1102,1115,1106,7036388
County,Schuyler County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,35,751,757,765,5748347
County,Warren County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,239,6015,6032,6061,57187065
County,Wayne County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,155,2631,2653,2661,16126909
County,Yates County,2005,4,"Total, All Ownerships",62,Health Care and Social Assistance,55,1029,1031,1037,7053023
County,Chautauqua County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,302,7604,7621,7645,47882958
County,Cortland County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,108,2369,2398,2410,15841978
County,Essex County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,1685,1683,1704,10663250
County,Greene County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,84,1082,1067,1091,6595016
County,Madison County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,143,2769,2738,2801,19129945
County,Montgomery County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,135,3710,3668,3672,25425977
County,Oneida County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,571,19733,19768,19847,148645839
County,Orleans County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,78,1397,1403,1422,6720523
County,Otsego County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,156,4821,4838,4855,41840084
County,Schoharie County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,51,1029,1064,1083,5269280
County,Tioga County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,83,957,942,970,5166596
County,Warren County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,228,5586,5590,5671,43816837
County,Washington County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,94,1283,1298,1315,7499746
County,Wayne County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,154,2473,2464,2498,13478218
County,Yates County,2004,1,"Total, All Ownerships",62,Health Care and Social Assistance,47,926,901,911,4931597
County,Chautauqua County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,308,7692,7734,7788,52556545
County,Cortland County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,108,2386,2443,2447,17579221
County,Essex County,2004,2,"Total, All Ownerships",62,Health Care and Social Assistance,95,1711,1728,1731,10663004
